site_code,modifier,old_wrvu,corrected_cms_work_rvu,cms_source_file,cms_year,cms_release,cms_status_indicator,update_timestamp
01967,,0.0,0.00,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,J,2026-05-02T13:19:59.162535+00:00
01968,,0.0,0.00,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,J,2026-05-02T13:19:59.162535+00:00
01990,,0.0,0.00,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,J,2026-05-02T13:19:59.162535+00:00
01999,,0.0,0.00,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,J,2026-05-02T13:19:59.162535+00:00
10005,,1.42,1.42,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10006,,0.98,0.98,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10007,,1.76,1.76,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10009,,2.2,2.20,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10010,,1.61,1.61,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10011,,0.0,0.00,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,C,2026-05-02T13:19:59.162535+00:00
10021,,1.0,1.00,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10040,,0.89,0.89,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10060,,1.19,1.19,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10061,,2.39,2.39,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10080,,1.19,1.19,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10081,,2.44,2.44,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10120,,1.19,1.19,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10121,,2.67,2.67,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10140,,1.54,1.54,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10160,,1.22,1.22,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
10180,,2.24,2.24,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11042,,0.98,0.98,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11043,,2.63,2.63,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11044,,4.0,4.00,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11045,,0.49,0.49,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11046,,1.0,1.00,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11047,,1.76,1.76,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11102,,0.64,0.64,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11103,,0.37,0.37,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11104,,0.81,0.81,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11105,,0.44,0.44,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11106,,0.98,0.98,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11107,,0.53,0.53,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11200,,0.8,0.80,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11201,,0.28,0.28,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11300,,0.59,0.59,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11301,,0.88,0.88,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11302,,1.02,1.02,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11303,,1.22,1.22,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11305,,0.78,0.78,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11306,,0.94,0.94,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11307,,1.17,1.17,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11308,,1.42,1.42,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11310,,0.78,0.78,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11311,,1.07,1.07,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11312,,1.27,1.27,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11313,,1.64,1.64,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11400,,0.88,0.88,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11401,,1.25,1.25,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11402,,1.41,1.41,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11403,,1.79,1.79,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11404,,2.06,2.06,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11406,,3.43,3.43,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11420,,1.0,1.00,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11421,,1.43,1.43,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11422,,1.64,1.64,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11423,,2.01,2.01,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11424,,2.42,2.42,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11426,,3.99,3.99,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11440,,1.02,1.02,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11441,,1.49,1.49,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11442,,1.73,1.73,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11443,,2.28,2.28,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11444,,3.11,3.11,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11446,,4.68,4.68,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11600,,1.59,1.59,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11601,,2.02,2.02,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11602,,2.21,2.21,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11603,,2.75,2.75,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11604,,3.09,3.09,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11606,,4.89,4.89,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11620,,1.6,1.60,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11621,,2.03,2.03,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11622,,2.35,2.35,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11623,,3.03,3.03,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11624,,3.53,3.53,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11626,,4.49,4.49,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11640,,1.63,1.63,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11641,,2.12,2.12,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11642,,2.55,2.55,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11643,,3.33,3.33,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11644,,4.23,4.23,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11646,,6.1,6.10,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
11770,,2.59,2.59,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12001,,0.82,0.82,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12002,,1.11,1.11,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12004,,1.4,1.40,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12005,,1.92,1.92,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12006,,2.33,2.33,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12007,,2.83,2.83,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12011,,1.04,1.04,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12013,,1.19,1.19,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12014,,1.53,1.53,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12015,,1.93,1.93,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12016,,2.61,2.61,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12017,,3.1,3.10,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12018,,3.52,3.52,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12031,,1.95,1.95,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12032,,2.46,2.46,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12034,,2.9,2.90,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12035,,3.41,3.41,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12036,,4.12,4.12,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12037,,4.88,4.88,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12041,,2.05,2.05,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12042,,2.72,2.72,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12044,,3.11,3.11,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12045,,3.66,3.66,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12046,,4.19,4.19,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12047,,4.83,4.83,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12051,,2.27,2.27,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12052,,2.8,2.80,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12053,,3.09,3.09,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12054,,3.41,3.41,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12055,,4.39,4.39,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12056,,5.17,5.17,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
12057,,5.85,5.85,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
13100,,2.93,2.93,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
13101,,3.41,3.41,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
13102,,1.21,1.21,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
13120,,3.15,3.15,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
13121,,3.9,3.90,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
13122,,1.4,1.40,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
13131,,3.64,3.64,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
13132,,4.66,4.66,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
13133,,2.14,2.14,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
13151,,4.23,4.23,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
13152,,5.21,5.21,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
13153,,2.32,2.32,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
13160,,11.74,11.74,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
14000,,6.21,6.21,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
14001,,8.56,8.56,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
14020,,7.04,7.04,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
14021,,9.48,9.48,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
14040,,8.39,8.39,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
14041,,10.56,10.56,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
14060,,9.0,9.00,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
14061,,11.19,11.19,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
14301,,12.33,12.33,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
14302,,3.64,3.64,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15002,,3.56,3.56,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15003,,0.78,0.78,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15004,,4.47,4.47,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15005,,1.56,1.56,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15040,,1.95,1.95,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15050,,5.43,5.43,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15100,,9.65,9.65,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15101,,1.68,1.68,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15110,,10.7,10.70,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15111,,1.8,1.80,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15115,,11.0,11.00,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15116,,2.44,2.44,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15120,,9.9,9.90,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15121,,1.95,1.95,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15130,,7.34,7.34,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15131,,1.46,1.46,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15135,,10.75,10.75,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15136,,1.46,1.46,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15150,,9.16,9.16,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15151,,1.95,1.95,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15152,,2.44,2.44,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15155,,9.89,9.89,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15200,,8.92,8.92,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15201,,1.29,1.29,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15220,,7.89,7.89,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15221,,1.16,1.16,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15240,,10.15,10.15,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15241,,1.81,1.81,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15260,,11.35,11.35,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15261,,2.17,2.17,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15570,,9.95,9.95,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15600,,1.96,1.96,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
15731,,14.02,14.02,PPRRVU2026_Apr_nonQPP.csv,2026,RVU26B,A,2026-05-02T13:19:59.162535+00:00
